orderID,productID,unitPrice,quantity,discount,customerID,employeeID,orderDate,requiredDate,shippedDate,shipperID,freight
10259,37,20.8,1,0.0,CENTC,4,2013-07-18,2013-08-15,2013-07-25,3,3.25
10260,41,7.7,16,0.25,OTTIK,4,2013-07-19,2013-08-16,2013-07-29,1,55.09
10260,57,15.6,50,0.0,OTTIK,4,2013-07-19,2013-08-16,2013-07-29,1,55.09
10260,62,39.4,15,0.25,OTTIK,4,2013-07-19,2013-08-16,2013-07-29,1,55.09
10260,70,12.0,21,0.25,OTTIK,4,2013-07-19,2013-08-16,2013-07-29,1,55.09
10261,21,8.0,20,0.0,QUEDE,4,2013-07-19,2013-08-16,2013-07-30,2,3.05
10261,35,14.4,20,0.0,QUEDE,4,2013-07-19,2013-08-16,2013-07-30,2,3.05
10262,5,17.0,12,0.2,RATTC,8,2013-07-22,2013-08-19,2013-07-25,3,48.29
10262,7,24.0,15,0.0,RATTC,8,2013-07-22,2013-08-19,2013-07-25,3,48.29
10262,56,30.4,2,0.0,RATTC,8,2013-07-22,2013-08-19,2013-07-25,3,48.29
10263,16,13.9,60,0.25,ERNSH,9,2013-07-23,2013-08-20,2013-07-31,3,146.06
10263,24,3.6,28,0.0,ERNSH,9,2013-07-23,2013-08-20,2013-07-31,3,146.06
10263,30,20.7,60,0.25,ERNSH,9,2013-07-23,2013-08-20,2013-07-31,3,146.06
10263,74,8.0,36,0.25,ERNSH,9,2013-07-23,2013-08-20,2013-07-31,3,146.06
10264,2,15.2,35,0.0,FOLKO,6,2013-07-24,2013-08-21,2013-08-23,3,3.67
10264,41,7.7,25,0.15,FOLKO,6,2013-07-24,2013-08-21,2013-08-23,3,3.67
10265,17,31.2,30,0.0,BLONP,2,2013-07-25,2013-08-22,2013-08-12,1,55.28
10265,70,12.0,20,0.0,BLONP,2,2013-07-25,2013-08-22,2013-08-12,1,55.28
10266,12,30.4,12,0.05,WARTH,3,2013-07-26,2013-09-06,2013-07-31,3,25.73
10267,40,14.7,50,0.0,FRANK,4,2013-07-29,2013-08-26,2013-08-06,1,208.58
10267,59,44.0,70,0.15,FRANK,4,2013-07-29,2013-08-26,2013-08-06,1,208.58
10267,76,14.4,15,0.15,FRANK,4,2013-07-29,2013-08-26,2013-08-06,1,208.58
10268,29,99.0,10,0.0,GROSR,8,2013-07-30,2013-08-27,2013-08-02,3,66.29
10268,72,27.8,4,0.0,GROSR,8,2013-07-30,2013-08-27,2013-08-02,3,66.29
10269,33,2.0,60,0.05,WHITC,5,2013-07-31,2013-08-14,2013-08-09,1,4.56
10269,72,27.8,20,0.05,WHITC,5,2013-07-31,2013-08-14,2013-08-09,1,4.56
10270,36,15.2,30,0.0,WARTH,1,2013-08-01,2013-08-29,2013-08-02,1,136.54
10270,43,36.8,25,0.0,WARTH,1,2013-08-01,2013-08-29,2013-08-02,1,136.54
10271,33,2.0,24,0.0,SPLIR,6,2013-08-01,2013-08-29,2013-08-30,2,4.54
10272,20,64.8,6,0.0,RATTC,6,2013-08-02,2013-08-30,2013-08-06,2,98.03
10272,31,10.0,40,0.0,RATTC,6,2013-08-02,2013-08-30,2013-08-06,2,98.03
10272,72,27.8,24,0.0,RATTC,6,2013-08-02,2013-08-30,2013-08-06,2,98.03
10273,10,24.8,24,0.05,QUICK,3,2013-08-05,2013-09-02,2013-08-12,3,76.07
10273,31,10.0,15,0.05,QUICK,3,2013-08-05,2013-09-02,2013-08-12,3,76.07
10273,33,2.0,20,0.0,QUICK,3,2013-08-05,2013-09-02,2013-08-12,3,76.07
10273,40,14.7,60,0.05,QUICK,3,2013-08-05,2013-09-02,2013-08-12,3,76.07
10273,76,14.4,33,0.05,QUICK,3,2013-08-05,2013-09-02,2013-08-12,3,76.07
10274,71,17.2,20,0.0,VINET,6,2013-08-06,2013-09-03,2013-08-16,1,6.01
10274,72,27.8,7,0.0,VINET,6,2013-08-06,2013-09-03,2013-08-16,1,6.01
10275,24,3.6,12,0.05,MAGAA,1,2013-08-07,2013-09-04,2013-08-09,1,26.93
10275,59,44.0,6,0.05,MAGAA,1,2013-08-07,2013-09-04,2013-08-09,1,26.93
10276,10,24.8,15,0.0,TORTU,8,2013-08-08,2013-08-22,2013-08-14,3,13.84
10276,13,4.8,10,0.0,TORTU,8,2013-08-08,2013-08-22,2013-08-14,3,13.84
10277,28,36.4,20,0.0,MORGK,2,2013-08-09,2013-09-06,2013-08-13,3,125.77
10277,62,39.4,12,0.0,MORGK,2,2013-08-09,2013-09-06,2013-08-13,3,125.77
10278,44,15.5,16,0.0,BERGS,8,2013-08-12,2013-09-09,2013-08-16,2,92.69
10278,59,44.0,15,0.0,BERGS,8,2013-08-12,2013-09-09,2013-08-16,2,92.69
10278,63,35.1,8,0.0,BERGS,8,2013-08-12,2013-09-09,2013-08-16,2,92.69
10278,73,12.0,25,0.0,BERGS,8,2013-08-12,2013-09-09,2013-08-16,2,92.69
10279,17,31.2,15,0.25,LEHMS,8,2013-08-13,2013-09-10,2013-08-16,2,25.83
10280,24,3.6,12,0.0,BERGS,2,2013-08-14,2013-09-11,2013-09-12,1,8.98
10280,55,19.2,20,0.0,BERGS,2,2013-08-14,2013-09-11,2013-09-12,1,8.98
10280,75,6.2,30,0.0,BERGS,2,2013-08-14,2013-09-11,2013-09-12,1,8.98
10281,19,7.3,1,0.0,ROMEY,4,2013-08-14,2013-08-28,2013-08-21,1,2.94
10281,24,3.6,6,0.0,ROMEY,4,2013-08-14,2013-08-28,2013-08-21,1,2.94
10281,35,14.4,4,0.0,ROMEY,4,2013-08-14,2013-08-28,2013-08-21,1,2.94
10282,30,20.7,6,0.0,ROMEY,4,2013-08-15,2013-09-12,2013-08-21,1,12.69
10282,57,15.6,2,0.0,ROMEY,4,2013-08-15,2013-09-12,2013-08-21,1,12.69
10283,15,12.4,20,0.0,LILAS,3,2013-08-16,2013-09-13,2013-08-23,3,84.81
10283,19,7.3,18,0.0,LILAS,3,2013-08-16,2013-09-13,2013-08-23,3,84.81
10283,60,27.2,35,0.0,LILAS,3,2013-08-16,2013-09-13,2013-08-23,3,84.81
10283,72,27.8,3,0.0,LILAS,3,2013-08-16,2013-09-13,2013-08-23,3,84.81
10284,27,35.1,15,0.25,LEHMS,4,2013-08-19,2013-09-16,2013-08-27,1,76.56
10284,44,15.5,21,0.0,LEHMS,4,2013-08-19,2013-09-16,2013-08-27,1,76.56
10284,60,27.2,20,0.25,LEHMS,4,2013-08-19,2013-09-16,2013-08-27,1,76.56
10284,67,11.2,5,0.25,LEHMS,4,2013-08-19,2013-09-16,2013-08-27,1,76.56
10285,1,14.4,45,0.2,QUICK,1,2013-08-20,2013-09-17,2013-08-26,2,76.83
10285,40,14.7,40,0.2,QUICK,1,2013-08-20,2013-09-17,2013-08-26,2,76.83
10285,53,26.2,36,0.2,QUICK,1,2013-08-20,2013-09-17,2013-08-26,2,76.83
10286,35,14.4,100,0.0,QUICK,8,2013-08-21,2013-09-18,2013-08-30,3,229.24
10286,62,39.4,40,0.0,QUICK,8,2013-08-21,2013-09-18,2013-08-30,3,229.24
10287,16,13.9,40,0.15,RICAR,8,2013-08-22,2013-09-19,2013-08-28,3,12.76
10287,34,11.2,20,0.0,RICAR,8,2013-08-22,2013-09-19,2013-08-28,3,12.76
10287,46,9.6,15,0.15,RICAR,8,2013-08-22,2013-09-19,2013-08-28,3,12.76
10288,54,5.9,10,0.1,REGGC,4,2013-08-23,2013-09-20,2013-09-03,1,7.45
10288,68,10.0,3,0.1,REGGC,4,2013-08-23,2013-09-20,2013-09-03,1,7.45
10289,3,8.0,30,0.0,BSBEV,7,2013-08-26,2013-09-23,2013-08-28,3,22.77
10289,64,26.6,9,0.0,BSBEV,7,2013-08-26,2013-09-23,2013-08-28,3,22.77
10290,5,17.0,20,0.0,COMMI,8,2013-08-27,2013-09-24,2013-09-03,1,79.7
10290,29,99.0,15,0.0,COMMI,8,2013-08-27,2013-09-24,2013-09-03,1,79.7
10290,49,16.0,15,0.0,COMMI,8,2013-08-27,2013-09-24,2013-09-03,1,79.7
10290,77,10.4,10,0.0,COMMI,8,2013-08-27,2013-09-24,2013-09-03,1,79.7
10291,13,4.8,20,0.1,QUEDE,6,2013-08-27,2013-09-24,2013-09-04,2,6.4
10291,44,15.5,24,0.1,QUEDE,6,2013-08-27,2013-09-24,2013-09-04,2,6.4
10291,51,42.4,2,0.1,QUEDE,6,2013-08-27,2013-09-24,2013-09-04,2,6.4
10292,20,64.8,20,0.0,TRADH,1,2013-08-28,2013-09-25,2013-09-02,2,1.35
10293,18,50.0,12,0.0,TORTU,1,2013-08-29,2013-09-26,2013-09-11,3,21.18
10293,24,3.6,10,0.0,TORTU,1,2013-08-29,2013-09-26,2013-09-11,3,21.18
10293,63,35.1,5,0.0,TORTU,1,2013-08-29,2013-09-26,2013-09-11,3,21.18
10293,75,6.2,6,0.0,TORTU,1,2013-08-29,2013-09-26,2013-09-11,3,21.18
10294,1,14.4,18,0.0,RATTC,4,2013-08-30,2013-09-27,2013-09-05,2,147.26
10294,17,31.2,15,0.0,RATTC,4,2013-08-30,2013-09-27,2013-09-05,2,147.26
10294,43,36.8,15,0.0,RATTC,4,2013-08-30,2013-09-27,2013-09-05,2,147.26
10294,60,27.2,21,0.0,RATTC,4,2013-08-30,2013-09-27,2013-09-05,2,147.26
10294,75,6.2,6,0.0,RATTC,4,2013-08-30,2013-09-27,2013-09-05,2,147.26
10295,56,30.4,4,0.0,VINET,2,2013-09-02,2013-09-30,2013-09-10,2,1.15
10296,11,16.8,12,0.0,LILAS,6,2013-09-03,2013-10-01,2013-09-11,1,0.12
10296,16,13.9,30,0.0,LILAS,6,2013-09-03,2013-10-01,2013-09-11,1,0.12
10296,69,28.8,15,0.0,LILAS,6,2013-09-03,2013-10-01,2013-09-11,1,0.12
10297,39,14.4,60,0.0,BLONP,5,2013-09-04,2013-10-16,2013-09-10,2,5.74
10297,72,27.8,20,0.0,BLONP,5,2013-09-04,2013-10-16,2013-09-10,2,5.74
10298,2,15.2,40,0.0,HUNGO,6,2013-09-05,2013-10-03,2013-09-11,2,168.22
10298,36,15.2,40,0.25,HUNGO,6,2013-09-05,2013-10-03,2013-09-11,2,168.22
10298,59,44.0,30,0.25,HUNGO,6,2013-09-05,2013-10-03,2013-09-11,2,168.22
10298,62,39.4,15,0.0,HUNGO,6,2013-09-05,2013-10-03,2013-09-11,2,168.22
10299,19,7.3,15,0.0,RICAR,4,2013-09-06,2013-10-04,2013-09-13,2,29.76
10299,70,12.0,20,0.0,RICAR,4,2013-09-06,2013-10-04,2013-09-13,2,29.76
10300,66,13.6,30,0.0,MAGAA,2,2013-09-09,2013-10-07,2013-09-18,2,17.68
10300,68,10.0,20,0.0,MAGAA,2,2013-09-09,2013-10-07,2013-09-18,2,17.68
10301,40,14.7,10,0.0,WANDK,8,2013-09-09,2013-10-07,2013-09-17,2,45.08
10301,56,30.4,20,0.0,WANDK,8,2013-09-09,2013-10-07,2013-09-17,2,45.08
10302,17,31.2,40,0.0,SUPRD,4,2013-09-10,2013-10-08,2013-10-09,2,6.27
10302,28,36.4,28,0.0,SUPRD,4,2013-09-10,2013-10-08,2013-10-09,2,6.27
10302,43,36.8,12,0.0,SUPRD,4,2013-09-10,2013-10-08,2013-10-09,2,6.27
10303,40,14.7,40,0.1,GODOS,7,2013-09-11,2013-10-09,2013-09-18,2,107.83
10303,65,16.8,30,0.1,GODOS,7,2013-09-11,2013-10-09,2013-09-18,2,107.83
10303,68,10.0,15,0.1,GODOS,7,2013-09-11,2013-10-09,2013-09-18,2,107.83
10304,49,16.0,30,0.0,TORTU,1,2013-09-12,2013-10-10,2013-09-17,2,63.79
10304,59,44.0,10,0.0,TORTU,1,2013-09-12,2013-10-10,2013-09-17,2,63.79
10304,71,17.2,2,0.0,TORTU,1,2013-09-12,2013-10-10,2013-09-17,2,63.79
10305,18,50.0,25,0.1,OLDWO,8,2013-09-13,2013-10-11,2013-10-09,3,257.62
10305,29,99.0,25,0.1,OLDWO,8,2013-09-13,2013-10-11,2013-10-09,3,257.62
10305,39,14.4,30,0.1,OLDWO,8,2013-09-13,2013-10-11,2013-10-09,3,257.62
10306,30,20.7,10,0.0,ROMEY,1,2013-09-16,2013-10-14,2013-09-23,3,7.56
10306,53,26.2,10,0.0,ROMEY,1,2013-09-16,2013-10-14,2013-09-23,3,7.56
10306,54,5.9,5,0.0,ROMEY,1,2013-09-16,2013-10-14,2013-09-23,3,7.56
10307,62,39.4,10,0.0,LONEP,2,2013-09-17,2013-10-15,2013-09-25,2,0.56
10307,68,10.0,3,0.0,LONEP,2,2013-09-17,2013-10-15,2013-09-25,2,0.56
10308,69,28.8,1,0.0,ANATR,7,2013-09-18,2013-10-16,2013-09-24,3,1.61
10308,70,12.0,5,0.0,ANATR,7,2013-09-18,2013-10-16,2013-09-24,3,1.61
10309,4,17.6,20,0.0,HUNGO,3,2013-09-19,2013-10-17,2013-10-23,1,47.3
10309,6,20.0,30,0.0,HUNGO,3,2013-09-19,2013-10-17,2013-10-23,1,47.3
10309,42,11.2,2,0.0,HUNGO,3,2013-09-19,2013-10-17,2013-10-23,1,47.3
10309,43,36.8,20,0.0,HUNGO,3,2013-09-19,2013-10-17,2013-10-23,1,47.3
10309,71,17.2,3,0.0,HUNGO,3,2013-09-19,2013-10-17,2013-10-23,1,47.3
10310,16,13.9,10,0.0,THEBI,8,2013-09-20,2013-10-18,2013-09-27,2,17.52
10310,62,39.4,5,0.0,THEBI,8,2013-09-20,2013-10-18,2013-09-27,2,17.52
10311,42,11.2,6,0.0,DUMON,1,2013-09-20,2013-10-04,2013-09-26,3,24.69
10311,69,28.8,7,0.0,DUMON,1,2013-09-20,2013-10-04,2013-09-26,3,24.69
10312,28,36.4,4,0.0,WANDK,2,2013-09-23,2013-10-21,2013-10-03,2,40.26
10312,43,36.8,24,0.0,WANDK,2,2013-09-23,2013-10-21,2013-10-03,2,40.26
10312,53,26.2,20,0.0,WANDK,2,2013-09-23,2013-10-21,2013-10-03,2,40.26
10312,75,6.2,10,0.0,WANDK,2,2013-09-23,2013-10-21,2013-10-03,2,40.26
10313,36,15.2,12,0.0,QUICK,2,2013-09-24,2013-10-22,2013-10-04,2,1.96
10314,32,25.6,40,0.1,RATTC,1,2013-09-25,2013-10-23,2013-10-04,2,74.16
10314,58,10.6,30,0.1,RATTC,1,2013-09-25,2013-10-23,2013-10-04,2,74.16
10314,62,39.4,25,0.1,RATTC,1,2013-09-25,2013-10-23,2013-10-04,2,74.16
10315,34,11.2,14,0.0,ISLAT,4,2013-09-26,2013-10-24,2013-10-03,2,41.76
10315,70,12.0,30,0.0,ISLAT,4,2013-09-26,2013-10-24,2013-10-03,2,41.76
10316,41,7.7,10,0.0,RATTC,1,2013-09-27,2013-10-25,2013-10-08,3,150.15
10316,62,39.4,70,0.0,RATTC,1,2013-09-27,2013-10-25,2013-10-08,3,150.15
10317,1,14.4,20,0.0,LONEP,6,2013-09-30,2013-10-28,2013-10-10,1,12.69
10318,41,7.7,20,0.0,ISLAT,8,2013-10-01,2013-10-29,2013-10-04,2,4.73
10318,76,14.4,6,0.0,ISLAT,8,2013-10-01,2013-10-29,2013-10-04,2,4.73
10319,17,31.2,8,0.0,TORTU,7,2013-10-02,2013-10-30,2013-10-11,3,64.5
10319,28,36.4,14,0.0,TORTU,7,2013-10-02,2013-10-30,2013-10-11,3,64.5
10319,76,14.4,30,0.0,TORTU,7,2013-10-02,2013-10-30,2013-10-11,3,64.5
10320,71,17.2,30,0.0,WARTH,5,2013-10-03,2013-10-17,2013-10-18,3,34.57
10321,35,14.4,10,0.0,ISLAT,3,2013-10-03,2013-10-31,2013-10-11,2,3.43
10322,52,5.6,20,0.0,PERIC,7,2013-10-04,2013-11-01,2013-10-23,3,0.4
10323,15,12.4,5,0.0,KOENE,4,2013-10-07,2013-11-04,2013-10-14,1,4.88
10323,25,11.2,4,0.0,KOENE,4,2013-10-07,2013-11-04,2013-10-14,1,4.88
10323,39,14.4,4,0.0,KOENE,4,2013-10-07,2013-11-04,2013-10-14,1,4.88
10324,16,13.9,21,0.15,SAVEA,9,2013-10-08,2013-11-05,2013-10-10,1,214.27
10324,35,14.4,70,0.15,SAVEA,9,2013-10-08,2013-11-05,2013-10-10,1,214.27
10324,46,9.6,30,0.0,SAVEA,9,2013-10-08,2013-11-05,2013-10-10,1,214.27
10324,59,44.0,40,0.15,SAVEA,9,2013-10-08,2013-11-05,2013-10-10,1,214.27
10324,63,35.1,80,0.15,SAVEA,9,2013-10-08,2013-11-05,2013-10-10,1,214.27
10325,6,20.0,6,0.0,KOENE,1,2013-10-09,2013-10-23,2013-10-14,3,64.86
10325,13,4.8,12,0.0,KOENE,1,2013-10-09,2013-10-23,2013-10-14,3,64.86
10325,14,18.6,9,0.0,KOENE,1,2013-10-09,2013-10-23,2013-10-14,3,64.86
10325,31,10.0,4,0.0,KOENE,1,2013-10-09,2013-10-23,2013-10-14,3,64.86
10325,72,27.8,40,0.0,KOENE,1,2013-10-09,2013-10-23,2013-10-14,3,64.86
10326,4,17.6,24,0.0,BOLID,4,2013-10-10,2013-11-07,2013-10-14,2,77.92
10326,57,15.6,16,0.0,BOLID,4,2013-10-10,2013-11-07,2013-10-14,2,77.92
10326,75,6.2,50,0.0,BOLID,4,2013-10-10,2013-11-07,2013-10-14,2,77.92
10327,2,15.2,25,0.2,FOLKO,2,2013-10-11,2013-11-08,2013-10-14,1,63.36
10327,11,16.8,50,0.2,FOLKO,2,2013-10-11,2013-11-08,2013-10-14,1,63.36
10327,30,20.7,35,0.2,FOLKO,2,2013-10-11,2013-11-08,2013-10-14,1,63.36
10327,58,10.6,30,0.2,FOLKO,2,2013-10-11,2013-11-08,2013-10-14,1,63.36
10328,59,44.0,9,0.0,FURIB,4,2013-10-14,2013-11-11,2013-10-17,3,87.03
10328,65,16.8,40,0.0,FURIB,4,2013-10-14,2013-11-11,2013-10-17,3,87.03
10328,68,10.0,10,0.0,FURIB,4,2013-10-14,2013-11-11,2013-10-17,3,87.03
10329,19,7.3,10,0.05,SPLIR,4,2013-10-15,2013-11-26,2013-10-23,2,191.67
10329,30,20.7,8,0.05,SPLIR,4,2013-10-15,2013-11-26,2013-10-23,2,191.67
10329,38,210.8,20,0.05,SPLIR,4,2013-10-15,2013-11-26,2013-10-23,2,191.67
10329,56,30.4,12,0.05,SPLIR,4,2013-10-15,2013-11-26,2013-10-23,2,191.67
10330,26,24.9,50,0.15,LILAS,3,2013-10-16,2013-11-13,2013-10-28,1,12.75
10330,72,27.8,25,0.15,LILAS,3,2013-10-16,2013-11-13,2013-10-28,1,12.75
10331,54,5.9,15,0.0,BONAP,9,2013-10-16,2013-11-27,2013-10-21,1,10.19
10332,18,50.0,40,0.2,MEREP,3,2013-10-17,2013-11-28,2013-10-21,2,52.84
10332,42,11.2,10,0.2,MEREP,3,2013-10-17,2013-11-28,2013-10-21,2,52.84
10332,47,7.6,16,0.2,MEREP,3,2013-10-17,2013-11-28,2013-10-21,2,52.84
10333,14,18.6,10,0.0,WARTH,5,2013-10-18,2013-11-15,2013-10-25,3,0.59
10333,21,8.0,10,0.1,WARTH,5,2013-10-18,2013-11-15,2013-10-25,3,0.59
10333,71,17.2,40,0.1,WARTH,5,2013-10-18,2013-11-15,2013-10-25,3,0.59
10334,52,5.6,8,0.0,VICTE,8,2013-10-21,2013-11-18,2013-10-28,2,8.56
10334,68,10.0,10,0.0,VICTE,8,2013-10-21,2013-11-18,2013-10-28,2,8.56
10335,2,15.2,7,0.2,HUNGO,7,2013-10-22,2013-11-19,2013-10-24,2,42.11
10335,31,10.0,25,0.2,HUNGO,7,2013-10-22,2013-11-19,2013-10-24,2,42.11
10335,32,25.6,6,0.2,HUNGO,7,2013-10-22,2013-11-19,2013-10-24,2,42.11
10335,51,42.4,48,0.2,HUNGO,7,2013-10-22,2013-11-19,2013-10-24,2,42.11
10336,4,17.6,18,0.1,PRINI,7,2013-10-23,2013-11-20,2013-10-25,2,15.51
10337,23,7.2,40,0.0,FRANK,4,2013-10-24,2013-11-21,2013-10-29,3,108.26
10337,26,24.9,24,0.0,FRANK,4,2013-10-24,2013-11-21,2013-10-29,3,108.26
10337,36,15.2,20,0.0,FRANK,4,2013-10-24,2013-11-21,2013-10-29,3,108.26
10337,37,20.8,28,0.0,FRANK,4,2013-10-24,2013-11-21,2013-10-29,3,108.26
10337,72,27.8,25,0.0,FRANK,4,2013-10-24,2013-11-21,2013-10-29,3,108.26
10338,17,31.2,20,0.0,OLDWO,4,2013-10-25,2013-11-22,2013-10-29,3,84.21
10338,30,20.7,15,0.0,OLDWO,4,2013-10-25,2013-11-22,2013-10-29,3,84.21
10339,4,17.6,10,0.0,MEREP,2,2013-10-28,2013-11-25,2013-11-04,2,15.66
10339,17,31.2,70,0.05,MEREP,2,2013-10-28,2013-11-25,2013-11-04,2,15.66
10339,62,39.4,28,0.0,MEREP,2,2013-10-28,2013-11-25,2013-11-04,2,15.66
10340,18,50.0,20,0.05,BONAP,1,2013-10-29,2013-11-26,2013-11-08,3,166.31
10340,41,7.7,12,0.05,BONAP,1,2013-10-29,2013-11-26,2013-11-08,3,166.31
10340,43,36.8,40,0.05,BONAP,1,2013-10-29,2013-11-26,2013-11-08,3,166.31
10341,33,2.0,8,0.0,SIMOB,7,2013-10-29,2013-11-26,2013-11-05,3,26.78
10341,59,44.0,9,0.15,SIMOB,7,2013-10-29,2013-11-26,2013-11-05,3,26.78
10342,2,15.2,24,0.2,FRANK,4,2013-10-30,2013-11-13,2013-11-04,2,54.83
10342,31,10.0,56,0.2,FRANK,4,2013-10-30,2013-11-13,2013-11-04,2,54.83
10342,36,15.2,40,0.2,FRANK,4,2013-10-30,2013-11-13,2013-11-04,2,54.83
10342,55,19.2,40,0.2,FRANK,4,2013-10-30,2013-11-13,2013-11-04,2,54.83
10343,64,26.6,50,0.0,LEHMS,4,2013-10-31,2013-11-28,2013-11-06,1,110.37
10343,68,10.0,4,0.05,LEHMS,4,2013-10-31,2013-11-28,2013-11-06,1,110.37
10343,76,14.4,15,0.0,LEHMS,4,2013-10-31,2013-11-28,2013-11-06,1,110.37
10344,4,17.6,35,0.0,WHITC,4,2013-11-01,2013-11-29,2013-11-05,2,23.29
10344,8,32.0,70,0.25,WHITC,4,2013-11-01,2013-11-29,2013-11-05,2,23.29
10345,8,32.0,70,0.0,QUICK,2,2013-11-04,2013-12-02,2013-11-11,2,249.06
10345,19,7.3,80,0.0,QUICK,2,2013-11-04,2013-12-02,2013-11-11,2,249.06
10345,42,11.2,9,0.0,QUICK,2,2013-11-04,2013-12-02,2013-11-11,2,249.06
10346,17,31.2,36,0.1,RATTC,3,2013-11-05,2013-12-17,2013-11-08,3,142.08
10346,56,30.4,20,0.0,RATTC,3,2013-11-05,2013-12-17,2013-11-08,3,142.08
10347,25,11.2,10,0.0,FAMIA,4,2013-11-06,2013-12-04,2013-11-08,3,3.1
10347,39,14.4,50,0.15,FAMIA,4,2013-11-06,2013-12-04,2013-11-08,3,3.1
10347,40,14.7,4,0.0,FAMIA,4,2013-11-06,2013-12-04,2013-11-08,3,3.1
10347,75,6.2,6,0.15,FAMIA,4,2013-11-06,2013-12-04,2013-11-08,3,3.1
10348,1,14.4,15,0.15,WANDK,4,2013-11-07,2013-12-05,2013-11-15,2,0.78
10348,23,7.2,25,0.0,WANDK,4,2013-11-07,2013-12-05,2013-11-15,2,0.78
10349,54,5.9,24,0.0,SPLIR,7,2013-11-08,2013-12-06,2013-11-15,1,8.63
10350,50,13.0,15,0.1,LAMAI,6,2013-11-11,2013-12-09,2013-12-03,2,64.19
10350,69,28.8,18,0.1,LAMAI,6,2013-11-11,2013-12-09,2013-12-03,2,64.19
10351,38,210.8,20,0.05,ERNSH,1,2013-11-11,2013-12-09,2013-11-20,1,162.33
10351,41,7.7,13,0.0,ERNSH,1,2013-11-11,2013-12-09,2013-11-20,1,162.33
10351,44,15.5,77,0.05,ERNSH,1,2013-11-11,2013-12-09,2013-11-20,1,162.33
10351,65,16.8,10,0.05,ERNSH,1,2013-11-11,2013-12-09,2013-11-20,1,162.33
10352,24,3.6,10,0.0,FURIB,3,2013-11-12,2013-11-26,2013-11-18,3,1.3
10352,54,5.9,20,0.15,FURIB,3,2013-11-12,2013-11-26,2013-11-18,3,1.3
10353,11,16.8,12,0.2,PICCO,7,2013-11-13,2013-12-11,2013-11-25,3,360.63
